b00,b01,b02,b03,b04,b05,b06,b07,b10,b11,b12,b13,b14,b15,b16,b17,b20,b21,b22,b23,b24,b25,b26,b27,hand_me,hand_enemy,board_me,board_enemy,solution
2,1,2,1,1,1,0,1,0,1,2,0,0,0,0,2,0,0,1,1,1,0,2,0,0,0,9,5,264
0,0,0,0,1,0,1,2,1,0,0,1,0,0,0,1,2,1,2,1,0,0,0,0,0,0,7,3,568
0,1,0,1,0,2,1,1,1,1,1,0,0,2,0,1,0,2,1,0,0,0,0,0,0,0,9,3,391
0,0,0,2,1,0,1,2,0,1,1,0,0,1,1,0,0,0,0,1,2,2,2,2,0,0,7,6,414
0,2,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,2,0,0,2,0,0,9,3,480
0,0,0,0,1,0,0,2,0,2,2,1,0,2,1,0,0,0,0,2,0,1,1,1,3,3,6,5,80
2,2,1,2,1,0,1,0,0,1,1,0,0,0,0,2,1,0,1,0,0,2,1,0,0,0,8,5,414
2,1,0,1,0,0,0,1,0,2,2,2,0,1,0,0,0,0,1,2,2,0,0,0,0,0,5,6,424
0,2,1,2,1,0,1,2,1,0,1,2,0,0,2,2,1,0,0,0,1,0,1,1,0,0,9,6,312
0,0,0,0,2,1,1,0,2,1,1,1,0,2,1,2,2,1,2,1,0,2,1,2,0,0,9,8,408
1,0,1,0,1,1,0,0,0,2,0,2,0,2,1,0,0,0,2,2,0,0,0,0,0,0,5,5,232
0,2,1,0,0,0,0,1,0,1,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,3,551
1,2,1,0,1,0,0,0,2,1,0,0,0,2,1,0,0,0,1,2,0,2,1,0,0,0,7,5,239
0,0,1,1,1,0,0,2,2,2,2,1,2,1,1,0,2,1,2,0,2,0,0,1,0,0,8,8,287
0,2,0,2,2,1,0,0,0,0,1,2,2,1,0,0,0,2,2,0,0,0,2,0,0,0,3,8,381
2,1,0,0,0,2,1,0,0,2,1,2,1,0,1,0,1,2,0,2,1,2,1,0,0,0,8,7,311
2,1,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,2,1,0,2,1,2,0,0,6,5,295
2,0,2,2,0,0,0,0,2,1,2,0,0,2,0,0,2,0,1,2,0,2,1,0,0,0,3,9,347
1,0,0,1,0,0,2,0,0,0,0,2,0,0,0,2,1,1,0,0,0,1,0,0,0,0,5,3,222
0,1,0,1,1,0,0,0,2,1,1,1,0,1,2,0,2,0,1,2,0,0,1,0,0,0,9,4,569
1,0,0,1,0,1,0,1,1,0,0,1,0,2,1,2,2,0,2,0,0,0,0,1,0,0,8,4,569
2,2,0,1,2,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,3,5,222
1,2,2,0,2,0,2,0,0,2,0,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,3,7,570
1,0,0,1,1,0,0,0,2,1,2,1,1,0,0,0,2,1,0,1,0,1,0,0,0,0,9,3,24
0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,0,0,0,2,1,6,5,3,4,0
2,1,1,0,0,0,1,0,2,1,2,0,2,1,2,2,1,1,0,0,0,2,2,2,1,0,7,9,9
0,2,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,2,2,0,1,1,1,0,0,5,4,119
0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,2,1,1,0,0,0,1,2,1,0,0,7,3,72
0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,1,0,0,2,0,0,2,1,0,0,3,4,121
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,2,0,1,2,0,0,0,0,4,3,569
1,0,1,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,1,1,1,2,1,0,0,7,3,383
1,0,0,2,0,0,0,2,0,1,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,4,198
0,1,0,1,0,1,2,1,1,2,2,2,1,0,1,0,0,1,0,0,2,0,0,0,0,0,8,5,424
0,0,2,0,0,0,2,0,0,0,0,0,1,1,1,2,0,0,0,0,2,0,0,0,0,0,3,4,483
2,1,1,2,1,0,0,1,1,0,1,0,1,0,0,2,0,1,0,2,0,0,0,0,0,0,8,4,472
2,0,1,0,2,2,1,1,1,2,1,2,0,1,0,0,2,0,0,1,0,2,2,1,0,0,8,8,71
1,0,1,2,0,1,1,1,0,2,2,2,0,0,0,2,1,1,2,0,0,0,0,0,1,0,7,6,9
1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,2,0,1,0,1,0,0,4,3,167
0,2,0,2,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,1,2,0,0,3,6,148
1,0,1,0,1,2,0,2,0,0,2,0,0,0,0,1,2,2,0,2,0,0,2,0,0,0,4,7,232
0,2,1,1,2,0,1,0,2,0,2,0,0,2,2,0,2,0,2,1,0,2,1,1,0,0,6,9,335
1,0,0,0,2,0,0,2,0,0,0,1,0,1,2,0,0,0,0,2,0,1,1,1,0,0,6,4,568
0,0,0,0,2,0,0,2,2,0,1,1,0,2,0,0,2,1,2,1,1,0,0,0,4,3,5,6,201
0,2,2,0,2,0,2,0,1,2,0,2,1,0,0,2,0,1,1,0,1,0,1,2,0,0,6,8,455
0,2,1,0,0,1,0,0,0,0,2,0,2,2,1,0,1,0,0,1,1,0,0,1,0,0,7,4,120
1,0,0,0,0,2,0,0,2,1,0,0,2,2,0,1,2,2,0,0,2,1,0,1,2,1,5,7,3
0,2,2,2,0,2,0,0,0,2,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,3,6,566
1,1,1,2,2,2,0,2,0,0,0,2,1,0,2,0,1,0,0,0,2,1,0,0,0,0,6,7,472
1,2,1,2,2,0,1,0,0,2,2,1,0,0,1,1,0,0,1,2,0,2,0,1,1,0,8,7,17
0,0,0,0,0,0,0,0,0,2,1,0,1,2,1,2,2,0,0,1,1,0,0,0,0,0,5,4,95
2,2,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,5,2,4,6
0,1,1,0,1,0,1,0,0,0,2,1,0,1,2,0,1,1,0,2,0,2,0,1,0,0,9,4,575
1,1,1,2,1,0,1,1,2,0,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,2,7,5,7
1,2,1,0,1,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,414
0,1,0,0,2,0,0,1,0,1,1,0,2,1,0,1,2,1,0,2,0,1,0,0,0,0,8,4,432
2,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,2,2,0,5,4,3,4,4
1,0,0,2,0,0,2,0,0,1,1,1,1,2,0,0,2,0,2,0,1,1,0,0,0,0,7,5,167
2,0,1,1,1,1,2,0,0,2,2,1,2,2,1,1,0,0,0,2,1,2,0,0,0,0,8,8,232
2,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,2,2,1,0,0,2,3,3,6,5,277
2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7,2,2,3
0,0,0,0,0,0,2,1,2,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4,3,168
2,0,2,2,1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,2,1,0,0,0,0,0,4,5,360
2,2,0,1,2,0,0,2,0,2,0,0,0,1,0,1,2,0,0,2,0,2,0,0,0,0,3,8,535
0,2,2,1,0,0,0,0,0,2,1,0,2,1,0,0,0,0,1,1,0,0,0,2,0,0,5,5,288
1,2,1,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,5,4,3,9
0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,7,7,2,2,5
0,2,0,1,1,1,0,1,0,1,2,2,0,1,0,0,2,0,2,2,1,2,1,1,0,0,9,7,295
0,0,2,0,1,0,0,2,0,0,1,0,0,0,2,0,0,2,1,0,0,0,0,2,0,0,3,5,356
1,2,0,1,1,1,2,2,0,1,2,2,0,0,0,0,0,0,2,0,1,1,2,0,0,0,7,7,264
0,2,1,0,1,2,0,2,0,0,2,1,0,0,0,2,2,2,0,0,2,0,0,1,0,0,4,8,72
0,0,1,2,1,0,0,2,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,3,4,484
2,2,0,1,1,1,1,0,2,2,2,2,0,2,1,1,2,0,0,0,1,1,2,1,0,0,9,9,312
0,1,0,1,0,2,2,0,0,2,1,2,0,0,1,2,2,1,0,1,0,0,0,0,0,0,6,6,103
2,2,0,0,2,0,1,1,1,2,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,9,4,472
1,1,1,2,0,0,0,0,0,1,2,0,2,0,0,0,2,2,2,0,0,1,0,0,0,0,5,6,55
1,1,0,2,0,0,0,2,2,0,0,1,1,1,1,0,0,0,1,0,0,2,2,0,0,0,7,5,360
1,2,0,0,2,0,1,2,0,1,0,0,0,2,0,1,1,2,2,2,0,1,0,0,2,1,6,7,566
0,0,0,0,0,1,0,1,2,2,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,3,4,434
0,0,0,2,2,2,0,0,0,1,1,2,0,2,0,0,0,0,0,0,1,0,0,2,2,1,3,6,0
2,0,0,2,1,1,2,0,0,2,0,1,0,2,0,1,0,0,0,1,0,2,0,0,3,3,5,6,21
0,0,0,1,0,0,2,0,0,0,2,1,0,1,0,1,0,1,1,1,2,0,0,0,0,0,7,3,343
1,0,0,0,0,2,0,0,1,2,1,2,0,0,0,1,0,0,0,0,0,2,0,0,5,5,4,4,20
2,1,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,4,3,391
1,0,0,2,2,0,0,0,0,1,2,0,1,0,0,0,0,2,0,0,0,1,0,2,3,2,4,5,10
0,1,0,2,0,2,1,0,2,0,1,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,6,4,55
0,0,0,0,0,0,0,1,2,1,1,1,2,0,1,2,2,2,0,1,2,2,0,0,1,0,6,7,11
0,0,1,0,1,0,0,0,0,0,0,2,2,1,1,1,0,1,0,1,2,2,1,2,0,0,8,5,551
0,2,1,1,1,0,2,0,1,1,2,2,0,1,2,0,1,2,1,2,0,0,0,1,0,0,9,7,287
0,0,0,0,0,0,1,0,0,0,2,1,1,1,0,1,2,0,0,1,2,2,0,0,0,0,6,4,480
1,0,0,2,0,2,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,6,5,2,4,9
0,0,0,2,1,0,1,0,0,0,2,1,0,0,1,1,0,0,2,0,0,2,0,0,0,0,5,4,408
1,0,0,0,2,0,0,1,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,3,4,123
0,2,0,0,1,0,0,0,2,0,2,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,3,4,139
0,1,2,0,0,0,0,1,2,1,1,1,2,1,0,0,2,1,0,2,1,2,1,2,0,0,9,7,377
1,2,2,0,2,2,0,0,2,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,9,5,383
0,0,2,0,2,0,0,0,0,0,2,1,2,2,2,0,0,1,0,0,0,2,2,1,0,0,3,8,494
2,1,2,0,1,1,2,0,1,0,2,1,2,1,1,2,0,1,1,0,0,2,0,2,0,0,9,8,455
2,0,1,0,2,1,2,1,0,0,0,1,1,2,1,2,2,2,2,1,0,0,1,0,0,0,8,8,143
0,2,1,0,0,2,1,1,2,1,2,1,0,1,2,0,1,0,0,2,1,2,0,2,0,0,8,8,528
0,2,0,0,0,1,0,0,0,2,0,0,1,0,1,1,1,0,0,2,0,0,0,1,0,0,6,3,264
2,2,1,1,1,2,2,0,0,0,1,0,0,0,1,0,2,0,1,1,2,2,0,1,0,0,8,7,376
1,2,2,0,0,1,0,0,0,0,2,1,2,1,0,0,1,2,0,0,1,0,0,1,0,0,7,5,30
2,2,0,2,1,0,0,1,1,1,1,2,0,0,0,1,2,0,1,2,0,1,0,0,0,0,8,6,431
2,0,2,2,2,0,0,0,0,2,2,0,0,0,2,0,0,0,1,2,0,1,2,1,0,0,3,9,182
0,0,2,0,0,1,0,0,0,0,2,2,0,0,0,1,1,2,0,2,0,0,0,1,0,0,4,5,120
2,1,1,0,0,0,2,0,0,2,0,1,0,0,0,2,2,0,0,0,1,2,0,1,3,2,5,6,10
1,2,1,2,1,0,0,0,0,1,2,0,2,2,0,1,0,0,2,1,1,1,2,0,0,0,8,7,551
0,1,1,0,0,0,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,4,3,55
0,2,0,1,1,1,0,1,0,0,2,0,0,2,2,0,0,0,0,2,0,0,1,0,4,3,5,5,19
0,2,0,2,1,0,0,0,0,0,1,2,0,2,1,0,2,0,1,1,0,0,2,2,0,0,5,7,376
0,1,2,1,0,2,1,2,2,1,2,2,2,1,1,2,1,1,0,1,2,0,0,0,0,0,9,9,216
0,0,0,0,0,0,2,1,0,1,1,2,0,0,1,0,1,0,2,1,0,1,2,2,0,0,7,5,528
0,0,0,0,0,0,0,1,1,1,1,1,2,1,2,0,0,1,1,0,2,0,1,0,0,0,9,3,569
0,1,2,2,2,1,1,1,1,0,1,2,1,2,0,0,2,1,2,2,1,0,0,2,0,0,9,9,47
0,0,0,2,0,0,0,0,1,0,2,0,1,1,2,0,0,1,2,2,0,0,2,1,1,0,5,6,21
0,0,0,2,1,2,0,0,0,2,2,2,2,1,1,1,0,1,1,2,0,0,2,0,2,1,6,8,526
0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,2,0,1,1,0,0,2,0,0,3,4,326
0,0,0,0,0,1,1,0,1,1,1,1,2,1,0,2,2,1,0,2,1,0,0,0,0,0,9,4,263
0,0,2,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,3,4,257
1,2,0,2,1,0,2,0,1,2,2,1,0,1,0,1,2,0,2,0,0,0,0,2,0,0,6,8,295
1,2,0,2,1,0,1,1,2,0,2,2,1,2,0,1,1,2,1,1,2,0,2,0,0,0,9,9,30
2,0,0,1,2,0,1,2,1,1,1,2,1,0,0,2,1,0,1,2,2,2,1,0,0,0,9,8,527
0,0,0,2,0,2,0,0,2,0,0,0,1,1,1,0,1,2,0,0,0,1,0,1,0,0,6,4,120
0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,0,0,2,1,0,1,2,0,0,5,4,4,4,339
2,1,1,0,1,0,0,2,0,0,2,0,0,2,1,0,1,0,0,0,2,0,0,1,3,3,6,5,10
1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,2,0,2,0,0,4,4,239
0,1,0,0,1,2,2,0,0,2,0,1,1,1,0,2,2,2,0,0,0,0,2,1,0,0,6,7,48
0,1,0,2,1,0,0,2,0,1,2,2,0,2,0,1,0,0,2,1,2,0,0,0,2,2,5,7,0
2,2,1,2,0,2,0,2,0,0,1,0,0,1,0,1,2,0,0,2,0,0,2,1,0,0,5,8,280
0,1,0,2,1,0,0,1,2,0,2,2,0,1,2,0,0,1,1,0,2,2,0,2,0,0,6,8,47
0,0,0,0,0,1,2,0,2,0,0,0,0,0,1,0,1,0,0,2,1,0,1,0,0,0,5,3,103
0,2,2,0,2,0,0,2,1,0,0,0,1,2,0,2,0,1,0,0,2,0,0,0,0,0,3,7,494
0,1,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,2,1,1,0,0,4,3,48
1,1,1,0,0,0,0,0,0,2,1,0,0,2,1,2,2,1,0,2,0,1,1,1,0,0,9,5,55
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,2,1,2,0,1,0,0,0,3,4,153
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,2,2,0,6,6,3,3,4
1,0,0,0,0,0,0,0,1,1,1,2,2,1,0,1,0,1,0,0,0,1,2,0,0,0,8,3,24
2,1,0,2,0,0,0,0,2,2,1,0,0,2,0,0,0,0,1,0,0,2,0,0,4,3,3,6,9
2,1,0,0,1,0,1,0,1,2,1,1,0,1,0,2,0,0,0,0,2,2,1,0,0,0,8,5,408
2,2,0,0,1,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,383
2,0,1,0,0,0,0,0,1,0,2,0,1,1,0,2,0,1,0,0,0,1,2,2,3,3,6,5,17
0,0,0,2,2,1,2,0,1,0,2,0,2,1,2,0,2,0,0,2,1,2,0,0,0,0,4,9,455
0,0,0,0,1,2,0,2,0,1,0,0,1,1,0,0,1,0,0,2,0,2,0,1,0,0,6,4,479
0,0,0,1,1,1,0,2,2,0,0,2,1,0,1,0,0,2,0,0,1,0,0,0,0,0,6,4,264
0,0,0,2,2,1,0,2,1,1,2,0,1,2,0,0,2,1,2,0,0,0,1,1,1,1,7,7,178
0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,4,3,383
2,0,0,2,0,0,2,1,0,1,2,0,1,0,0,1,2,0,2,0,1,1,0,0,2,1,6,6,20
1,2,0,1,2,1,0,1,2,0,1,0,1,2,2,0,0,0,1,1,1,0,0,0,0,0,9,5,328
0,1,0,0,1,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,4,3,151
0,2,0,1,2,1,0,1,2,2,2,2,2,1,1,0,0,1,0,0,1,2,0,0,0,0,7,8,312
0,1,1,0,2,1,0,0,1,0,0,0,0,1,2,0,0,0,2,0,0,0,0,1,0,0,6,3,455
2,0,2,1,0,0,0,2,0,0,0,2,0,1,1,0,0,0,0,1,1,2,0,0,4,4,5,5,254
2,0,0,0,0,0,0,1,1,2,0,1,0,0,0,1,2,0,0,2,0,0,2,0,0,0,4,5,569
0,0,0,0,0,1,1,2,1,2,0,0,2,0,0,0,0,2,0,0,2,0,2,2,0,0,3,7,260
0,1,0,0,1,0,1,0,0,1,2,0,1,2,2,0,1,2,0,0,0,0,0,1,0,0,7,4,120
2,2,0,0,1,0,0,0,1,0,0,0,1,2,1,0,0,1,0,2,2,1,0,2,3,2,6,6,16
0,0,1,0,0,2,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,4,396
0,2,0,1,1,0,1,2,1,2,2,2,2,1,0,0,0,1,2,1,0,0,0,0,0,0,7,7,287
2,1,0,0,1,0,0,2,0,1,1,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0,6,4,336
2,1,0,0,2,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,386
1,1,1,0,0,0,0,2,1,0,1,1,2,2,0,2,2,1,2,1,0,0,1,2,0,0,9,7,30
0,0,0,0,2,0,0,1,0,0,1,0,1,1,0,0,2,1,0,2,0,2,1,0,0,0,6,4,479
0,2,2,0,1,0,0,0,0,2,0,2,0,1,1,1,1,2,0,2,0,0,1,0,0,0,6,6,239
0,0,1,0,0,2,1,2,2,0,1,2,1,2,0,0,2,1,0,2,0,1,1,1,0,0,8,7,119
2,0,0,0,0,1,0,0,2,2,2,2,1,2,0,0,1,2,0,1,0,0,1,0,2,2,5,7,6
0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,2,0,0,2,0,0,2,1,0,0,3,5,463
0,0,0,1,2,1,0,2,0,2,2,2,0,0,0,0,1,0,2,2,2,1,1,1,0,0,6,8,119
2,1,2,2,0,1,0,1,0,2,2,0,1,0,1,2,0,0,2,0,0,2,0,0,0,0,5,8,263
0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,2,1,0,1,1,0,2,1,1,0,0,7,4,335
1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2,0,2,1,2,0,0,2,0,0,0,4,5,24
1,2,0,0,0,0,2,1,2,1,2,1,0,2,0,1,0,1,1,0,0,1,0,0,1,1,8,5,522
0,0,0,1,2,2,2,0,2,0,0,2,2,0,0,0,2,1,1,2,2,0,0,0,0,0,3,9,499
0,0,0,2,0,0,0,0,0,2,2,0,1,0,1,2,2,2,2,1,0,2,1,2,1,0,4,9,284
1,2,0,0,0,1,2,2,0,2,2,0,2,0,1,0,0,0,0,2,0,2,0,0,0,0,3,8,101
0,0,0,0,0,0,0,1,0,1,1,1,0,2,1,0,0,2,0,1,0,2,0,2,0,0,6,4,424
0,2,0,2,1,0,0,0,0,1,2,1,0,1,1,0,0,0,2,1,0,0,2,0,0,0,6,5,96
0,2,0,2,1,2,0,0,0,1,2,0,0,1,0,2,1,0,2,2,1,0,1,0,2,2,6,7,19
2,2,0,0,1,0,0,0,2,2,2,2,0,0,2,0,1,0,1,0,0,2,0,0,0,0,3,8,348
0,0,0,2,0,0,0,0,0,1,2,1,0,0,1,0,0,0,2,0,0,2,0,0,1,0,3,4,1
2,2,2,0,1,0,0,0,0,1,1,1,0,0,1,2,1,0,0,2,0,2,2,2,1,0,6,8,12
0,0,0,2,1,0,0,2,0,0,2,0,0,0,0,1,1,2,2,1,0,2,0,0,4,3,4,6,158
1,1,1,1,0,1,0,1,0,0,1,0,0,1,2,2,0,2,0,0,1,2,0,0,0,0,9,4,263
2,0,2,1,1,0,0,0,0,1,1,0,0,2,1,0,2,0,0,0,1,2,0,1,0,0,7,5,120
0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,1,1,5,5,4,4,342
0,0,2,0,0,0,0,0,0,1,1,1,1,0,0,0,2,0,2,1,0,2,2,1,3,3,6,5,11
2,0,2,2,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,1,0,2,1,1,3,3,6,5,300
1,0,2,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,1,0,2,0,0,6,3,222
0,0,2,0,1,0,0,0,0,1,0,1,0,2,1,0,0,2,1,1,0,0,0,2,0,0,6,4,335
0,1,0,1,2,2,0,0,1,2,1,2,0,1,2,1,2,0,1,2,1,0,1,0,0,0,9,7,295
0,1,0,1,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,7,69
1,0,0,0,0,0,0,0,0,1,2,2,0,2,0,2,1,0,0,2,0,1,1,1,1,1,6,5,14
0,1,0,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,3,4,56
2,1,1,0,0,0,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,55
0,0,0,0,0,0,0,2,2,0,0,2,0,0,1,2,0,1,0,2,1,1,1,0,0,0,5,5,96
1,0,0,2,2,1,0,0,0,2,2,0,0,2,0,0,0,1,2,2,1,1,0,0,3,2,5,7,23
1,1,0,0,0,0,0,0,0,2,0,0,0,2,1,1,1,1,1,2,1,0,0,0,0,0,8,3,95
0,0,0,0,1,2,0,0,0,1,0,2,2,1,0,0,0,0,1,0,0,2,1,0,0,0,5,4,199
0,0,0,1,2,1,0,0,0,2,1,0,0,0,0,0,1,2,1,2,2,1,1,2,1,0,7,6,16
2,0,0,0,0,0,0,1,2,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,422
2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,2,1,0,0,2,0,0,0,3,4,330
0,0,1,1,1,2,0,2,0,0,2,0,0,2,0,0,0,1,0,2,2,0,0,0,0,0,4,6,72
0,0,0,0,1,0,0,0,1,2,2,2,0,1,0,0,1,2,1,2,2,0,0,0,3,3,5,6,17
0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,1,2,0,1,0,0,2,1,0,0,6,3,119
0,0,0,2,0,2,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,3,3,112
0,0,2,2,0,2,0,2,1,0,2,0,0,0,2,1,1,1,2,0,1,0,2,0,0,0,5,8,311
1,0,0,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,2,2,2,2,4,5,558
0,0,0,0,1,1,0,0,2,1,1,1,0,0,0,2,2,0,1,1,1,2,1,2,0,0,9,5,377
0,0,0,0,2,1,0,0,1,1,2,0,1,0,0,0,1,0,2,1,2,1,1,0,0,0,8,4,527
0,2,0,0,1,0,1,1,2,0,2,1,2,0,0,1,2,0,1,0,0,2,0,0,0,0,6,6,359
1,2,1,2,1,1,0,0,2,1,2,0,1,0,0,0,2,0,1,2,2,1,2,0,1,0,8,8,11
2,2,2,2,1,2,1,1,0,0,1,2,1,0,2,0,2,1,1,0,2,0,0,1,0,0,8,9,432
2,1,2,0,2,2,1,1,0,2,0,0,0,1,0,0,0,0,0,1,1,2,0,0,1,0,6,6,15
0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,2,2,0,2,0,0,0,0,0,0,3,4,533
2,1,0,2,0,0,0,1,0,2,0,2,0,0,1,0,0,0,1,1,1,1,0,1,0,0,8,4,328
2,1,0,0,0,2,0,2,1,0,0,0,1,2,0,1,0,2,1,2,0,1,1,2,0,0,7,7,360
0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,2,0,0,2,0,0,0,6,6,3,3,104
1,1,0,0,1,2,1,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,239
2,1,2,0,2,0,0,0,1,2,0,0,1,1,0,0,2,1,2,1,2,1,1,1,0,0,9,7,119
0,2,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,6,6,3,3,310
2,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,4,3,568
2,1,0,2,0,0,0,2,0,1,2,0,0,2,2,0,2,0,2,1,1,0,2,0,1,0,4,9,23
0,0,0,0,1,0,0,0,1,0,2,0,0,1,1,2,1,0,0,2,0,0,0,2,0,0,5,4,295
0,0,0,2,1,0,2,0,2,0,0,0,1,2,1,2,2,0,0,1,0,2,0,2,0,0,4,8,480
2,2,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,2,1,0,2,2,5,4,11
1,0,0,0,0,0,2,0,1,1,0,2,1,0,1,0,0,1,0,2,0,2,0,1,0,0,7,4,504
0,0,0,0,2,0,0,1,0,2,2,2,1,2,0,1,1,1,1,2,0,0,0,0,0,0,6,6,432
0,2,0,0,2,0,0,2,0,1,1,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,5,4,185
0,2,0,0,1,0,2,0,0,0,2,2,1,1,1,1,0,0,0,0,2,0,1,0,0,0,6,5,144
1,0,0,2,0,2,0,1,0,0,2,1,1,0,0,1,0,1,2,1,0,2,2,0,0,0,7,6,30
1,0,1,0,1,2,0,0,0,2,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,6,3,232
1,1,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,1,0,0,0,0,5,4,3,5,7
1,2,1,0,1,0,0,0,0,1,2,0,1,2,2,2,0,0,0,2,0,1,1,1,0,0,8,6,247
2,0,0,2,1,0,0,0,0,2,2,0,0,0,0,2,1,0,2,2,2,1,1,2,0,0,4,9,247
1,2,0,0,1,1,0,0,0,1,2,0,0,2,0,0,0,0,1,2,0,1,1,1,0,0,8,4,247
0,0,0,0,1,0,2,0,0,2,1,0,2,0,0,1,0,2,1,2,2,0,0,1,0,0,5,6,120
0,0,0,0,0,0,1,1,1,0,1,2,1,2,0,0,2,1,0,1,0,2,0,0,0,0,7,4,424
2,1,0,0,1,0,0,1,0,1,2,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,7,3,432
0,0,2,0,1,0,1,0,0,0,0,0,1,2,0,0,2,0,2,1,2,1,0,2,0,0,5,6,168
0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,4,3,360
